"LocalityString"	"Drainage"	"Country"	"State"	"County"	"Continent"
Trussells Creek 7.6 mi. N of Boligee, County Hwy. 9.	Tombigbee River	United States of America	Alabama	Greene	North America
Lindsey Branch trib. to Tombigbee River 6.6 mi. N of Pickensville.	Tombigbee River	United States of America	Alabama	Pickens	North America
Big Creek trib. to Tombigbee River 1.4 mi. SE of Pickensville.	Tombigbee River	United States of America	Alabama	Pickens	North America
Beaver Creek 5.2 mi. SE of Pickensville, Hwy. 14.	Tombigbee River	United States of America	Alabama	Pickens	North America
Rice Bayou	Gulf of Mexico	United States of America	Louisiana		North America
Big Creek trib. to Tombigbee River 1.4 mi. SE of Pickensville.	Tombigbee River	United States of America	Alabama	Pickens	North America
Blue Creek trib. to Black Warrior River 2.6 mi. N of Windham Springs.	Tombigbee River	United States of America	Alabama	Tuscaloosa	North America
Blount Springs trib. to Mulberry Fork Black Warrior River; 0.9 mi. SW of town of Blount Springs.	Tombigbee River	United States of America	Alabama	Blount	North America
Unnamed trib. to Mulberry Fork Black Warrior River 5.8 mi. NE of Arkadelphia.	Tombigbee River	United States of America	Alabama	Cullman	North America
Thatcher Creek trib. to Mulberry Fork Black Warrior River 10 mi. NE of Arkadelphia.	Tombigbee River	United States of America	Alabama	Cullman	North America
Mariot Creek trib. to Mulberry Fork Black Warrior River 6.7 mi. NE of Arkadelphia.	Tombigbee River	United States of America	Alabama	Cullman	North America
First Creek trib. to Tennessee River; 1.8 mi. NW of Rogersville, Hwy. 72.	Tennessee River	United States of America	Tennessee	Lauderdale	North America
Bluewater Creek trib. to Tennessee River 2.5 mi. NW of Elgin.	Tennessee River	United States of America	Alabama	Lauderdale	North America
Little Cypress Creek below Mill Dam 2.6 mi. E of Pisgah Church, Hwy. 83.	Tennessee River	United States of America	Alabama	Lauderdale	North America
Little Cypress Creek 4.7 mi. E of Cloverdale.	Tennessee River	United States of America	Alabama	Lauderdale	North America
Trib. to Middle Cypress Creek 0.5 mi. E of Cloverdale.	Tennessee River	United States of America	Alabama	Lauderdale	North America
Puskus Creek trib. to Cypress Creek 10 mi. NE of Oxford, Hwy. 30	Yazoo River	United States of America	Mississippi	Lafayette	North America
Trib. to Puskus Creek 16.5 mi. NE of Oxford.	Yazoo River	United States of America	Mississippi	Lafayette	North America
Pearl River above Coburn Creek 1.5 mi. E of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River at River Mile 54.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River just below sill at Pools Bluff; 4 mi. S of Bogalusa.	Pearl River	United States of America	Louisiana	Washington	North America
Yellow River 0.2 mi. downstream from FL Hwy. 2; T5N R23W Sec. 20.	Yellow River	United States of America	Florida	Okaloosa	North America
Yellow River, 3.5 mi. SW of Crestview, US Hwy. 90.	Yellow River	United States of America	Florida	Okaloosa	North America
Mill Creek trib. to Yellow River 1.1 mi. N of Milligan.	Yellow River	United States of America	Florida	Okaloosa	North America
Yellow River 4.6 mi. SE of Wing, Hwy. 4.	Yellow River	United States of America	Alabama	Covington	North America
Murder Creek trib. to Yellow River 11 mi. N of Crestview.	Yellow River	United States of America	Florida	Okaloosa	North America
Yellow River at Hwy. 2, 7 mi. SW of Laurel Hill.	Yellow River	United States of America	Florida	Okaloosa	North America
Bayou Pierre 1.7 mi. W of Carpenter or 5.8 mi. E of Carlisle.	Mississippi River	United States of America	Mississippi	Copiah	North America
Homochitto River 4.7 mi. E of Union Church, Hwy. 550.	Mississippi River	United States of America	Mississippi	Lincoln	North America
Bayou Pierre, 1.7 mi. W of Carpenter or 5.8 mi. E of Carlisle.	Mississippi River	United States of America	Mississippi	Copiah	North America
Homochitto River 4.7 mi. E of Union Church, Hwy. 550.	Mississippi River	United States of America	Mississippi	Lincoln	North America
Spring trib. to Cox Creek 3.7 mi. NE of Florence.	Tennessee River	United States of America	Alabama	Lauderdale	North America
Little Cypress Creek [4.8] mi. SE of Cloverdale, Hwy. 57 [157?].	Tennessee River	United States of America	Alabama	Lauderdale	North America
Lindsey Creek trib. to Cypress Creek at jct. County Hwys. 15 & 6.	Tennessee River	United States of America	Alabama	Lauderdale	North America
Middle Cypress Creek 1.2 mi. E of jct. of County Hwys. 15 & 6 on Hwy. 6.	Tennessee River	United States of America	Alabama	Lauderdale	North America
Thatcher Creek trib. to Mulberry Fork of Black Warrior, 10 mi. NE Arkadelphia.	Tombigbee River	United States of America	Alabama	Cullman	North America
Choccolocco Creek 3 mi. S of I-20 on Hwy. 93.	Alabama River	United States of America	Alabama	Talladega	North America
Cheaha Creek trib. to Choccolocco Creek 3.6 mi. S of I-20 Hwy. 93.	Alabama River	United States of America	Alabama	Talladega	North America
Aker Creek, 6.6 mi. N of Lincoln, Hwy. 73.	Alabama River	United States of America	Alabama	Calhoun	North America
Cane Creek Hwy. 73, 8.6 mi. N of Lincoln.	Alabama River	United States of America	Alabama	Calhoun	North America
Alabama River at Evans Upper Bar; River Mile 135.7.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Evans Lower Bar; River Mile 133.0.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Yellow Jacket Bar; River Mile 129.8.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Holly Ferry Landing, River Mile 131.0.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Yellow Jacket, River Mile 129.8.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Tait Bar; River Mile 122.4.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Wilcox Bar, River Mile 120.4.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Wilcox Bar, isolated pool; River Mile 120.4.	Alabama River	United States of America	Alabama	Wilcox	North America
Bayou Pierre, 1.7 mi. W of Carpenter or 5.8 mi. E of Carlisle, Hwy. 18.	Mississippi River	United States of America	Mississippi	Copiah	North America
Homochitto River 4.7 mi. E of Union Church, Hwy. 550.	Mississippi River	United States of America	Mississippi	Lincoln	North America
Yellow River 7 mi. SW of Laurel Hill, Hwy. 2.	Yellow River	United States of America	Florida	Okaloosa	North America
Yellow River 7 mi. SW of Laurel Hill, Hwy. 2.	Yellow River	United States of America	Florida	Okaloosa	North America
Deadfall Creek trib. to Yellow River; 8 mi. NE of Baker.	Yellow River	United States of America	Florida	Okaloosa	North America
Hooks Creek, trib. to Dunbar Creek, 12.4 mi. W of Woodville.	Mississippi River	United States of America	Mississippi	Wilkinson	North America
Homochitto River 5 mi. E of Union Church, Hwy. 550.	Mississippi River	United States of America	Mississippi	Lincoln	North America
Bayou Pierre 1.7 mi. W of Carpenter or 5.8 mi. E of Carlisle, Hwy. 18.	Mississippi River	United States of America	Mississippi	Copiah	North America
Guadalupe River at Comfort I-10 crossing.	Guadalupe River	United States of America	Texas	Kendall	North America
Colorado River at mouth of Paria River at Lees Ferry Landing.	Colorado River	United States of America	Arizona	Coconino	North America
Little Colorado River just above jct. with Colorado River Mile 61.5.	Colorado River	United States of America	Arizona		North America
Shinumo Creek at River Mile 108.7.	Colorado River	United States of America	Arizona	Coconino	North America
Elves Chasm Creek, River Mile 116.5.	Colorado River	United States of America	Arizona	Coconino	North America
Tapeats Creek at River Mile 133.7.	Colorado River	United States of America	Arizona	Coconino	North America
Deer Creek trib. to Colorado River along right bank at River Mile 136.	Colorado River	United States of America	Arizona	Coconino	North America
Matkatamuba Creek, trib. to Colorado River, River Mile 148.	Colorado River	United States of America	Arizona	Coconino	North America
Havasu Creek at its mouth and Colorado River; River Mile 156.8.	Colorado River	United States of America	Arizona	Coconino	North America
Colorado River at mouth of National Canyon, River Mile 166.5.	Colorado River	United States of America	Arizona	Coconino	North America
Colorado River at mouth of Diamond Creek, River Mile 225.5.	Colorado River	United States of America	Arizona	Mohave	North America
Silver Creek at N edge of town of Silver Creek.	Colorado River	United States of America	Arizona	Navajo	North America
Nutrioso Creek 9.2 mi. NW of Nutrioso, Hwy. 180.	Colorado River	United States of America	Arizona	Apache	North America
Bayou Pierre, 1.6 mi. W of Carpenter.	Mississippi River	United States of America	Mississippi	Copiah	North America
Homochitto River 5 mi. E of Union Church, Hwy. 550.	Mississippi River	United States of America	Mississippi	Lincoln	North America
Alabama River at Evans Upper Bar; River Mile 135.7.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Evans Lower Bar; River Mile 133.4.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Yellow Jacket Bar; River Mile 129.7.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Tait Bar; River Mile 122.4.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Wilcox Bar; River Mile 120.4.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Stein Island, River Mile 107.5.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River at River Mile 102; mouth of trib. 1 mi. below Belle Landing.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River at Bates Bar; River Mile 99.3.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River at Williamson Woodyard Landing; River Mile 92.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River just below Haines Island; River Mile 94.8.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River at mouth of Limestone Creek; River Mile 80.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River at mouth of Flat Creek; River Mile 81.5.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River at River Mile 80.2; along right bank.	Alabama River	United States of America	Alabama	Monroe	North America
Alabama River at US Hwy. 84 bridge; River Mile 79.2.	Alabama River	United States of America	Alabama	Monroe	North America
Bayou Pierre 1.7 mi. SW of Carpenter, Hwy. 18.	Mississippi River	United States of America	Mississippi	Copiah	North America
White Oak Creek trib. to Bayou Pierre, 0.5 mi. N of Carpenter.	Mississippi River	United States of America	Mississippi	Copiah	North America
Homochitto River 4.7 mi. E of Union Church, Hwy. 550.	Mississippi River	United States of America	Mississippi	Lincoln	North America
Choccolocco Creek 3 mi. S of I-20, Hwy. 93.	Alabama River	United States of America	Alabama	Talladega	North America
Cheaha Creek 3.6 mi. S of I-20, Hwy. 93.	Alabama River	United States of America	Alabama	Talladega	North America
Coldwater Springs at town of Coldwater.	Alabama River	United States of America	Alabama	Calhoun	North America
Aker Creek trib. to Coosa River 6.6 mi. N of Lincoln, Hwy. 73.	Alabama River	United States of America	Alabama	Calhoun	North America
Cane Creek 8.6 mi. N of Lincoln, Hwy. 73.	Alabama River	United States of America	Alabama	Calhoun	North America
Alabama River at Evans Upper Bar; River Mile 135.7.	Alabama River	United States of America	Alabama	Wilcox	North America
Alabama River at Wilcox Bar; River Mile 120.4.	Alabama River	United States of America	Alabama	Wilcox	North America
Catahoula Creek trib. to Jourdan River 1.3 mi. E of Caesar.	Jourdan River	United States of America	Mississippi	Hancock	North America
Hickory Creek trib. to Jourdan River 7.8 mi. SE Caesar; Hwy. 43.	Jourdan River	United States of America	Mississippi	Hancock	North America
Wolf River 7.6 mi. NW of Lizana, Hwy. 53.	Wolf River	United States of America	Mississippi	Harrison	North America
Pascagoula River 6.0 mi. SE of Benndale.	Pascagoula River	United States of America	Mississippi	George	North America
Calcasieu River 3.7 mi. W of Kinder, Hwy. 190.	Calcasieu River	United States of America	Louisiana	Allen	North America
Anacoco Bayou at Hwy. 111, 2.5 mi. N jct. Hwys. 110 & 111.	Sabine River	United States of America	Louisiana	Beauregard	North America
Whisky Chitto Creek 1.5 mi. N of intersection Hwys. 113 & 26 on 113.	Calcasieu River	United States of America	Louisiana	Beauregard	North America
Pearl River 3.5 mi. below Pools Bluff Sill.	Pearl River	United States of America	Louisiana	Washington	North America
Pearl River 11.5 mi. below Pools Bluff Sill.	Pearl River	United States of America	Louisiana	St. Tammany	North America
East Pearl River Walkiah Bluff - Fish Stat. #20.	Pearl River	United States of America	Louisiana	St. Tammany	North America
Pearl River across from mouth of Lots Creek - Fish Stat. #20.	Pearl River	United States of America	Louisiana	St. Tammany	North America
East Pearl River 7.5 mi. below Lower Walkiah Bluff.	Pearl River	United States of America	Louisiana	St. Tammany	North America
Holmes Bayou 1 mi. above mouth of Little Holmes Bayou - Fish Stat. #24.	Pearl River	United States of America	Louisiana	St. Tammany	North America
Holmes Bayou just above its entrance into West Pearl River - Fish Stat. #25.	Pearl River	United States of America	Louisiana	St. Tammany	North America
Butler Creek trib. to Shoal Creek 1.6 mi. N of Hwy. 8 on Hwy. 61.	Tennessee River	United States of America	Alabama	Lauderdale	North America
